ReportID,ArrestDate,Time,Age,Sex,RaceCat,Charge,ChargeDescription,Address,CrossStreet,geometry,Name,Descriptio
5940933,05/27/2020 12:00:00 AM,1515,51,M,Black,11379(A)HS,TRANSPORT/SELL CONTROLLED SUBSTANCE,PALOMA,14TH,"c(-118.249, 34.0295)",Downtown,NA
201510866,06/03/2020 12:00:00 AM,0100,45,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,3900    KENTUCKY                     DR,NA,"c(-118.3631, 34.1354)",Studio City,NA
5940760,05/27/2020 12:00:00 AM,1125,58,M,Hispanic/Latinx/Mexican,148(A)(1)PC,OBSTRUCT/ETC PUB OFCR/ETC,FOOTHILL,FENWICK,"c(-118.3254, 34.2613)",Sunland,NA
5945084,05/30/2020 12:00:00 AM,2340,57,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,800 S  LOS ANGELES                  ST,NA,"c(-118.2523, 34.0419)",Downtown,NA
5942487,05/28/2020 12:00:00 AM,1700,28,F,Other,11366HS,MAINTAIN PLACE TO SELL CONTROLLED SUBS,1600 S  WESTERN                      AV,NA,"c(-118.309, 34.0432)",Harvard Heights,NA
5946767,06/01/2020 12:00:00 AM,2020,18,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,12500    VICTORY                      BL,NA,"c(-118.4055, 34.1867)",Valley Glen,NA
5946114,06/01/2020 12:00:00 AM,1640,22,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",1900 E  112TH                        ST,NA,"c(-118.239, 33.9335)",Watts,NA
5947535,06/02/2020 12:00:00 AM,1820,23,F,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,6200 W  HOLLYWOOD                    BL,NA,"c(-118.3225, 34.103)",Hollywood,NA
5944380,05/30/2020 12:00:00 AM,0110,29,M,Black,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,15000    VANOWEN                      ST,NA,"c(-118.4596, 34.1939)",Van Nuys,NA
5768798,05/31/2020 12:00:00 AM,0130,22,M,Black,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,WILSHIRE                     BL,COURTYARD                    PL,"c(-118.3546, 34.0624)",Mid-Wilshire,NA
5940476,05/27/2020 12:00:00 AM,0255,48,M,Other,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,5600    DE SOTO                      AV,NA,"c(-118.5881, 34.172)",Woodland Hills,NA
5947950,06/03/2020 12:00:00 AM,1800,23,M,Black,470(D)PC,FALSE CHECKS/REC/CERT/ETC,200 S  RAMPART                      BL,NA,"c(-118.2777, 34.0681)",Westlake,NA
200112857,06/03/2020 12:00:00 AM,2330,19,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,2ND,SPRING,"c(-118.2456, 34.0517)",Downtown,NA
5943686,05/29/2020 12:00:00 AM,1415,27,M,Black,243.4(E)1PC,SEX BATTERY TOUCH INTIMATE PART OF ANOTHER,6400 W  SUNSET                       BL,NA,"c(-118.3287, 34.098)",Hollywood,NA
5945665,05/31/2020 12:00:00 AM,2250,32,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1ST                          ST,GAFFEY                       ST,"c(-118.2923, 33.7433)",San Pedro,NA
5943685,05/29/2020 12:00:00 AM,1530,32,F,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FLORENCE,TOWNE,"c(-118.2674, 33.9747)",Florence,NA
5947277,06/02/2020 12:00:00 AM,1915,27,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",6500    DENVER                       AV,NA,"c(-118.2838, 33.9806)",Vermont-Slauson,NA
5940790,05/27/2020 12:00:00 AM,1335,16,F,Hispanic/Latinx/Mexican,300(G)WI,"PARENT IN CUSTODY, NO CARETAKER AVAILABLE",14600    RAYEN                        ST,NA,"c(-118.4502, 34.2317)",Panorama City,NA
5945589,05/31/2020 12:00:00 AM,2000,27,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1600 W  7TH                          ST,NA,"c(-118.2712, 34.0539)",Westlake,NA
5945871,06/01/2020 12:00:00 AM,0105,18,M,Black,25400(A)1PC,CARRY CONCEALED WEAPON IN VEHICLE,14TH                         ST,SAN PEDRO,"c(-118.2544, 34.0321)",Downtown,NA
5940682,05/27/2020 12:00:00 AM,1000,25,M,Black,3455(A)PC,PETITION TO REVOKE PRCS,HOOVER                       ST,74TH                         ST,"c(-118.2871, 33.9727)",Vermont Knolls,NA
5940552,05/27/2020 12:00:00 AM,0420,24,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVEDA                    BL,LASSEN                       ST,"c(-118.4673, 34.25)",North Hills,NA
5945234,05/31/2020 12:00:00 AM,0010,23,F,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,3RD                          ST,S  EDINBURGH                    AV,"c(-118.3647, 34.072)",Beverly Grove,NA
200910396,06/01/2020 12:00:00 AM,1900,20,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS                     BL,"c(-118.4574, 34.1903)",Van Nuys,NA
5945606,05/31/2020 12:00:00 AM,2250,26,M,Hispanic/Latinx/Mexican,594(B)2BPC,DEFACE/DAMAGE/ETC PROP<$400W/PREV CONV,SUNSET                       BL,LABAIG,"c(-118.3206, 34.098)",Hollywood,NA
200810134,05/28/2020 12:00:00 AM,1940,51,M,Hispanic/Latinx/Mexican,41.27CLAMC,DRINKING IN PUBLIC,ARMACOST,WILSHIRE                     BL,"c(-118.4628, 34.0449)",Sawtelle,NA
5768783,05/31/2020 12:00:00 AM,0025,21,F,Hispanic/Latinx/Mexican,23152(F)VC,DUI OF ANY DRUG,BROADWAY,11TH                         ST,"c(-118.259, 34.0396)",Downtown,NA
5946354,06/01/2020 12:00:00 AM,1815,18,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
5942466,05/28/2020 12:00:00 AM,1710,35,F,Hispanic/Latinx/Mexican,11379(A)HS,TRANSPORT/SELL CONTROLLED SUBSTANCE,900 W  65TH                         ST,NA,"c(-118.2914, 33.9801)",Vermont-Slauson,NA
5945735,05/31/2020 12:00:00 AM,2330,20,M,White,459PC,BURGLARY,200 S  CENTRAL                      AV,NA,"c(-118.2393, 34.0477)",Downtown,NA
5946972,06/01/2020 12:00:00 AM,2100,37,M,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",3RD,ALEXANDRIA,"c(-118.2979, 34.069)",Koreatown,NA
200910632,06/01/2020 12:00:00 AM,2225,26,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5940574,05/27/2020 12:00:00 AM,0715,30,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",800 N  ALAMEDA                      ST,NA,"c(-118.2375, 34.0561)",Downtown,NA
5947424,06/02/2020 12:00:00 AM,1800,20,M,Hispanic/Latinx/Mexican,245(A)(2)PC,ADW W/FIREARM,BEVERLY,COMMONWEALTH,"c(-118.2818, 34.0721)",Westlake,NA
5943736,05/29/2020 12:00:00 AM,1717,54,M,Other,273.6(D)PC,DISOBEY DOMESTIC RELATIONS CRT ORDER W/PR,1400    BERTT                        PL,NA,"c(-118.2787, 33.7897)",Wilmington,NA
5945348,05/30/2020 12:00:00 AM,2030,25,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5945099,05/30/2020 12:00:00 AM,2245,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,FLORES,BEVERLY,"c(-118.3711, 34.0761)",Beverly Grove,NA
5944820,05/30/2020 12:00:00 AM,1410,42,M,Black,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,TOPANGA CANYON,SHERMAN,"c(-118.6059, 34.201)",Canoga Park,NA
5945640,05/31/2020 12:00:00 AM,1800,19,M,Hispanic/Latinx/Mexican,182(A)(1)PC,CONSPIRACY TO COMMIT ANY CRIME,SHERMAN                      WY,FARRALONE,"c(-118.6104, 34.1923)",Canoga Park,NA
5945253,05/30/2020 12:00:00 AM,2210,35,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,8300    MELROSE                      AV,NA,"c(-118.3707, 34.0837)",Beverly Grove,NA
5947222,06/02/2020 12:00:00 AM,1800,20,M,Hispanic/Latinx/Mexican,594(A)(1)PC,DEFACE PROPERTY,3900 N  LANKERSHIM                   BL,NA,"c(-118.3643, 34.1425)",Studio City,NA
200610964,06/01/2020 12:00:00 AM,2200,21,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,HOLLYWOOD                    BL,CAHUENGA                     BL,"c(-118.3295, 34.1016)",Hollywood,NA
200113161,05/31/2020 12:00:00 AM,2130,16,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,3RD                          ST,LOS ANGELES,"c(-118.245, 34.0487)",Downtown,NA
5940697,05/27/2020 12:00:00 AM,1120,28,F,White,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,6100    FRANKLIN                     AV,NA,"c(-118.3224, 34.1053)",Hollywood Hills,NA
5946925,06/01/2020 12:00:00 AM,1915,28,M,Black,25400(A)1PC,CARRY CONCEALED WEAPON IN VEHICLE,DE SOTO                      AV,ERWIN                        ST,"c(-118.5903, 34.1827)",Woodland Hills,NA
5940736,05/27/2020 12:00:00 AM,1200,29,M,Black,243(D)PC,BATTERY W/GBI,61ST,BROADWAY,"c(-118.2783, 33.9842)",Florence,NA
5942660,05/29/2020 12:00:00 AM,0450,39,M,Hispanic/Latinx/Mexican,666.5(A)PC,VEHICLE THEFT W/PRIOR FELONY VC10851/GTA,WEBB                         AV,RIALTO                       ST,"c(-118.3951, 34.2238)",Sun Valley,NA
5941443,05/28/2020 12:00:00 AM,0745,24,M,Other,311.1(A)PC,SEND/BRG OBSCEN MATR IN STATE 4 SALE/ETC,20800    VERCELLI                     WY,NA,"c(-118.5857, 34.2765)",Chatsworth,NA
5947602,06/02/2020 12:00:00 AM,2315,27,M,Hispanic/Latinx/Mexican,466PC,POSSESSION BURGLARY TOOLS,SEPULVEDA,TUBA,"c(-118.4674, 34.2564)",Mission Hills,NA
5946954,06/02/2020 12:00:00 AM,0450,36,M,Black,459PC,BURGLARY,FIGUEROA,WASHINGTON,"c(-118.2442, 34.0172)",Central-Alameda,NA
5947838,06/03/2020 12:00:00 AM,1404,59,F,Black,459.5PC,SHOPLIFTING,19500    NORMANDIE                    AV,NA,"c(-118.3041, 33.8481)",Harbor Gateway,NA
5947079,06/02/2020 12:00:00 AM,1100,58,M,Hispanic/Latinx/Mexican,422(A)PC,TERRORIZE CAUSING FEAR,1600 N  VERMONT                      AV,NA,"c(-118.2962, 34.0986)",East Hollywood,NA
5940916,05/27/2020 12:00:00 AM,1700,27,F,Black,11379(A)HS,TRANSPORT/SELL CONTROLLED SUBSTANCE,HILL,32ND,"c(-118.274, 34.0211)",Historic South-Central,NA
201009526,05/29/2020 12:00:00 AM,1315,24,M,Hispanic/Latinx/Mexican,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,ETIWANDA,KITTRIDGE,"c(-118.5254, 34.1835)",Encino,NA
5943426,05/29/2020 12:00:00 AM,1235,32,M,Hispanic/Latinx/Mexican,11360(A)HS,TRANSPORT/SELL/FURNISH/ETC MARIJUANA,100    WORLD WAY,NA,"c(-118.4029, 33.9451)",Westchester,NA
5946365,06/01/2020 12:00:00 AM,2100,28,M,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,DELONGRPE,CAHUENGA,"c(-118.3277, 34.0944)",Hollywood,NA
200910550,06/01/2020 12:00:00 AM,1930,22,M,Hispanic/Latinx/Mexican,8.78 LAAZ,NA,VAN NUYS,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
200910431,06/01/2020 12:00:00 AM,1815,18,M,Hispanic/Latinx/Mexican,463PC,NA,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
201109892,05/28/2020 12:00:00 AM,1740,34,M,Hispanic/Latinx/Mexican,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1700    GLENDALE                     BL,NA,"c(-118.2599, 34.0858)",Echo Park,NA
200610952,06/01/2020 12:00:00 AM,2300,19,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SELMA                        AV,CAHUENGA                     BL,"c(-118.3295, 34.0998)",Hollywood,NA
5946962,06/02/2020 12:00:00 AM,0450,20,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,25TH,COMPTON,"c(-118.2468, 34.0157)",Central-Alameda,NA
5944745,05/30/2020 12:00:00 AM,0959,20,F,Hispanic/Latinx/Mexican,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,HARBOR                       FY,5TH                          ST,"c(-118.2597, 34.0511)",Downtown,NA
5944434,05/30/2020 12:00:00 AM,0400,30,F,White,25850(A)PC,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,700 S  BROADWAY,NA,"c(-118.2541, 34.0444)",Downtown,NA
5941450,05/28/2020 12:00:00 AM,0745,44,M,White,3455(B)1PC,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,500    RAMIREZ                      ST,NA,"c(-118.2322, 34.0552)",Downtown,NA
5945835,06/01/2020 12:00:00 AM,0205,63,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,5TH,MAPLE,"c(-118.2469, 34.0421)",Downtown,NA
5947372,06/02/2020 12:00:00 AM,1900,32,F,Black,243(A)PC,BATTERY ON PERSON,2300 S  RIDGELEY                     DR,NA,"c(-118.3601, 34.0364)",Mid-City,NA
201811884,05/27/2020 12:00:00 AM,2145,23,F,Black,647(B)PC,PROSTITUTION,FIGUEROA                     ST,95TH                         ST,"c(-118.2827, 33.9501)",Vermont Vista,NA
5941329,05/28/2020 12:00:00 AM,0055,47,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PAXTON                       ST,LAUREL CANYON                BL,"c(-118.4152, 34.2685)",Pacoima,NA
5945805,06/01/2020 12:00:00 AM,0115,25,M,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,WASHINGTON,CENTRAL,"c(-118.248, 34.0231)",Central-Alameda,NA
5944402,05/30/2020 12:00:00 AM,0030,23,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,600 S  BROADWAY,NA,"c(-118.252, 34.0467)",Downtown,NA
200610972,06/03/2020 12:00:00 AM,2300,23,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,CAHUENGA                     BL,HOLLYWOOD                    BL,"c(-118.3211, 34.0998)",Hollywood,NA
5944721,05/30/2020 12:00:00 AM,1155,29,M,White,211PC,ROBBERY,2300    COLORADO                     BL,NA,"c(-118.2163, 34.1395)",Eagle Rock,NA
5942488,05/28/2020 12:00:00 AM,1700,32,M,Other,11366HS,MAINTAIN PLACE TO SELL CONTROLLED SUBS,1600 S  WESTERN                      AV,NA,"c(-118.296, 34.0436)",Pico-Union,NA
5768794,05/31/2020 12:00:00 AM,0130,30,M,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,WILSHIRE,COURTYARD                    PL,"c(-118.3546, 34.0624)",Mid-Wilshire,NA
200113168,05/31/2020 12:00:00 AM,2330,17,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,BROADWAY,9TH                          ST,"c(-118.2561, 34.0419)",Downtown,NA
5942486,05/28/2020 12:00:00 AM,1700,22,F,Hispanic/Latinx/Mexican,11366HS,MAINTAIN PLACE TO SELL CONTROLLED SUBS,1600 S  WESTERN                      AV,NA,"c(-118.309, 34.0432)",Harvard Heights,NA
201213748,05/28/2020 12:00:00 AM,1745,22,F,Black,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,68TH                         ST,FIGUEROA,"c(-118.2827, 33.9782)",Vermont-Slauson,NA
5944426,05/29/2020 12:00:00 AM,2225,27,F,Black,666.5(A)PC,VEHICLE THEFT W/PRIOR FELONY VC10851/GTA,VICTORY,TOPANGA CANYON,"c(-118.6059, 34.1871)",Canoga Park,NA
5945233,05/31/2020 12:00:00 AM,0015,21,M,White,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
200910546,06/01/2020 12:00:00 AM,1900,27,M,Hispanic/Latinx/Mexican,8.78 LAMC,NA,SHERMAN                      WY,VAN NUYS                     BL,"c(-118.4487, 34.2012)",Van Nuys,NA
5946437,06/01/2020 12:00:00 AM,1815,29,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
5946891,06/02/2020 12:00:00 AM,0105,31,M,Hispanic/Latinx/Mexican,14601.1AVC,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,SEPULVEDA,ERWIN,"c(-118.4662, 34.183)",Van Nuys,NA
5947594,06/02/2020 12:00:00 AM,1700,19,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,HOLLYWOOD,CAHUENGA,"c(-118.3211, 34.0998)",Hollywood,NA
200910451,06/01/2020 12:00:00 AM,1940,25,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,VALERIO                      BL,"c(-118.4488, 34.2048)",Van Nuys,NA
5940913,05/27/2020 12:00:00 AM,1515,28,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,PCH                          HY,ALAMEDA                      ST,"c(-118.2456, 33.7753)",NA,NA
5945552,05/31/2020 12:00:00 AM,2015,36,F,Hispanic/Latinx/Mexican,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SOUTHERLAND,I                            ST,"c(-118.2379, 33.7826)",Wilmington,NA
201811868,05/29/2020 12:00:00 AM,0740,19,F,Black,647(B)PC,PROSTITUTION,105TH,FIGUEROA,"c(-118.2611, 33.9398)",Green Meadows,NA
202110038,05/28/2020 12:00:00 AM,0915,33,M,White,41.45LAMC,NA,VENTURA,FALLBROOK,"c(-118.6233, 34.1657)",Woodland Hills,NA
5946176,06/01/2020 12:00:00 AM,1820,25,M,Hispanic/Latinx/Mexican,22210PC,MFG/SELL/GIVE/LEND POSSES LEADED CANE/ETC,HAMLIN,VAN NUYS,"c(-118.4247, 34.1887)",Valley Glen,NA
200113184,06/01/2020 12:00:00 AM,1909,17,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,5TH,MAIN,"c(-118.2485, 34.0467)",Downtown,NA
201009513,05/29/2020 12:00:00 AM,1110,43,M,White,11358HS,NA,5300    VANALDEN                     AV,NA,"c(-118.5579, 34.1687)",Tarzana,NA
5945330,05/30/2020 12:00:00 AM,2300,19,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,8000 W  BEVERLY                      BL,NA,"c(-118.3695, 34.0782)",Beverly Grove,NA
5946933,06/01/2020 12:00:00 AM,2310,30,M,Other,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,3600    BARHAM                       BL,NA,"c(-118.342, 34.1362)",Hollywood Hills,NA
5945248,05/30/2020 12:00:00 AM,2030,19,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5947145,06/02/2020 12:00:00 AM,1625,19,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,COSMO,HOLLYWOOD,"c(-118.3288, 34.1016)",Hollywood,NA
201311847,05/28/2020 12:00:00 AM,1100,51,M,Hispanic/Latinx/Mexican,41.27(C)LAM,DRINKING IN PUBLIC***,2600    MAPLE                        AV,NA,"c(-118.2654, 34.0234)",Historic South-Central,NA
5942114,05/28/2020 12:00:00 AM,1515,26,M,Hispanic/Latinx/Mexican,3056PC,VIOLATION OF PAROLE:FELONY,LIBERTY,MONTANA,"c(-118.2606, 34.08)",Echo Park,NA
5945909,06/01/2020 12:00:00 AM,0125,24,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1400 W  PICO                         BL,NA,"c(-118.2738, 34.0453)",Pico-Union,NA
5945231,05/31/2020 12:00:00 AM,0440,20,M,Hispanic/Latinx/Mexican,A211PC,ATTEMPT - ROBBERY,300 N  SOTO                         ST,NA,"c(-118.2093, 34.0512)",Boyle Heights,NA
5946232,06/01/2020 12:00:00 AM,1600,25,F,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,WILMINGTON,CENTRAL,"c(-118.2611, 33.9398)",Green Meadows,NA
5943809,05/29/2020 12:00:00 AM,2000,22,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,20400    LASSEN                       ST,NA,"c(-118.577, 34.25)",Chatsworth,NA
5942126,05/28/2020 12:00:00 AM,1430,29,M,Black,3000.08CPC,PAROLE WARRANT,NORMANDIE                    AV,KING                         AV,"c(-118.298, 34.0073)",Vermont Square,NA
5945286,05/31/2020 12:00:00 AM,0015,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,BEVERLY,ORLANDO,"c(-118.3732, 34.0761)",Beverly Grove,NA
5941312,05/27/2020 12:00:00 AM,2350,34,F,Black,594(B)2APC,DEFACE/DAMAGE PROPERTY <$400,800 W  79TH                         ST,NA,"c(-118.285, 33.9693)",Vermont Knolls,NA
200810144,05/29/2020 12:00:00 AM,0940,65,F,Black,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SANTA MONICA,BUNDY,"c(-118.4491, 34.0445)",Sawtelle,NA
202110069,06/02/2020 12:00:00 AM,2300,42,F,Hispanic/Latinx/Mexican,11350HS,POSSESS CONTROLLED SUBSTANCE,CANOGA,VENTURA,"c(-118.5974, 34.1694)",Woodland Hills,NA
5944806,05/30/2020 12:00:00 AM,1807,58,M,Hispanic/Latinx/Mexican,422(A)PC,TERRORIZE CAUSING FEAR,300 W  I                            ST,NA,"c(-118.2649, 33.7809)",Wilmington,NA
5943738,05/29/2020 12:00:00 AM,1700,24,F,Black,422(A)PC,TERRORIZE CAUSING FEAR,2200 E  1ST                          ST,NA,"c(-118.2125, 34.0444)",Boyle Heights,NA
5947375,06/02/2020 12:00:00 AM,1900,24,M,White,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,CASHIO,ROBERTSON,"c(-118.3841, 34.0522)",Pico-Robertson,NA
5946379,06/01/2020 12:00:00 AM,1950,18,F,White,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,VICTORY,FULTON,"c(-118.4225, 34.1867)",Valley Glen,NA
5945277,05/31/2020 12:00:00 AM,0100,19,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,5000 W  PICO                         BL,NA,"c(-118.3459, 34.0478)",Mid-Wilshire,NA
5947082,06/02/2020 12:00:00 AM,0930,39,M,Black,459PC,BURGLARY,200 N  PLYMOUTH                     BL,NA,"c(-118.3279, 34.0726)",Hancock Park,NA
200610975,06/03/2020 12:00:00 AM,2245,22,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,IVAR                         AV,HOLLYWOOD                    BL,"c(-118.3211, 34.0998)",Hollywood,NA
5945532,05/31/2020 12:00:00 AM,1910,15,M,Hispanic/Latinx/Mexican,23110(B)VC,THROW SUBSTANCE AT VEHICLE W/GBI INTENT,ANAHEIM,FOOTE,"c(-118.2294, 33.782)",Wilmington,NA
200510049,05/28/2020 12:00:00 AM,1620,35,M,Hispanic/Latinx/Mexican,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,12TH,PALOS VERDES,"c(-118.2814, 33.7333)",San Pedro,NA
5940614,05/27/2020 12:00:00 AM,0825,40,M,Other,32625(B)PC,SELL/OFFER FOR SALE/MFG MACHINEGUN,12300    CLOVER                       RD,NA,"c(-118.4007, 34.2777)",Pacoima,NA
200910591,06/01/2020 12:00:00 AM,1940,28,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5946958,06/02/2020 12:00:00 AM,0450,29,M,Black,459PCCOM,COMMERCIAL BURGLARY,25TH                         ST,COMPTON                      AV,"c(-118.2467, 34.0159)",Central-Alameda,NA
5947816,06/03/2020 12:00:00 AM,1150,38,M,Hispanic/Latinx/Mexican,A187(A)PC,ATTEMPT - MURDER,11200    DORA                         ST,NA,"c(-118.3752, 34.2233)",Sun Valley,NA
5944394,05/29/2020 12:00:00 AM,2215,23,F,Black,243(B)PC,BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ,1ST                          ST,SPRING                       ST,"c(-118.2444, 34.053)",Downtown,NA
5947447,06/02/2020 12:00:00 AM,2045,39,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,10300 N  SEPULVEDA                    BL,NA,"c(-118.4698, 34.261)",Mission Hills,NA
5945351,05/31/2020 12:00:00 AM,1005,30,M,Hispanic/Latinx/Mexican,3000.08CPC,PAROLE WARRANT,4300    BURNS                        AV,NA,"c(-118.2869, 34.0877)",East Hollywood,NA
5946004,06/01/2020 12:00:00 AM,0045,30,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,91ST                         ST,VERMONT                      AV,"c(-118.2916, 33.9542)",Vermont Vista,NA
5946242,06/01/2020 12:00:00 AM,1950,20,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,VICTORY,ETHEL,"c(-118.4181, 34.1867)",Valley Glen,NA
200910569,06/01/2020 12:00:00 AM,1900,28,M,Black,8.78 LAMC,NA,SHERMAN                      WY,VENTURA,"c(-118.4574, 34.1976)",Van Nuys,NA
5768796,05/30/2020 12:00:00 AM,2100,18,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,LA BREA,SAN VICENTE,"c(-118.3575, 34.0592)",Mid-Wilshire,NA
5768788,05/31/2020 12:00:00 AM,0250,24,M,Black,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,2600    WEST                         BL,NA,"c(-118.3417, 34.032)",West Adams,NA
5941314,05/28/2020 12:00:00 AM,0015,30,M,Hispanic/Latinx/Mexican,3000.08CPC,PAROLE WARRANT,WILLIS,PARTHENIA,"c(-118.4553, 34.2282)",Panorama City,NA
