ReportID,ArrestDate,Time,Age,Sex,RaceCat,Charge,ChargeDescription,Address,CrossStreet,geometry,Name,Descriptio
200910545,06/01/2020 12:00:00 AM,2120,21,M,Hispanic/Latinx/Mexican,8.78LAMC,NA,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5941520,05/28/2020 12:00:00 AM,0930,31,F,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,700    GARLAND                      AV,NA,"c(-118.2663, 34.0517)",Westlake,NA
5945390,05/31/2020 12:00:00 AM,1420,35,M,Black,594(A)(2)PC,DAMAGE PROPERTY,CITRUS,ROMAINE,"c(-118.3397, 34.0889)",Hollywood,NA
5948103,06/03/2020 12:00:00 AM,2216,32,M,Hispanic/Latinx/Mexican,594(A)(2)PC,DAMAGE PROPERTY,SANFORD                      AV,MAURETANIA                   ST,"c(-118.251, 33.79)",Wilmington,NA
5941274,05/27/2020 12:00:00 AM,2324,38,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WOODLEY                      AV,REGAN                        FY,"c(-118.4818, 34.2659)",Granada Hills,NA
201811827,05/28/2020 12:00:00 AM,1330,34,F,Black,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,1300 E  115TH                        ST,NA,"c(-118.2518, 33.9303)",Watts,NA
5947953,06/03/2020 12:00:00 AM,1800,31,M,Hispanic/Latinx/Mexican,166(C)(1)PC,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,1100 S  GRAND VIEW                   ST,NA,"c(-118.2829, 34.0512)",Pico-Union,NA
5948077,06/03/2020 12:00:00 AM,2025,28,M,Hispanic/Latinx/Mexican,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",1600 S  LA BREA                      AV,NA,"c(-118.3454, 34.0459)",Mid-City,NA
5944445,05/30/2020 12:00:00 AM,0500,51,M,Black,459PC,BURGLARY,WILCOX,YUCCA,"c(-118.331, 34.1039)",Hollywood,NA
5940774,05/27/2020 12:00:00 AM,1425,32,M,White,207(A)PC,KIDNAPPING,259TH                        ST,BELL PORTE,"c(-118.3044, 33.7866)",Harbor City,NA
201510812,05/31/2020 12:00:00 AM,2330,18,M,Black,878,NA,LAUREL CANYON,LA MAIDA,"c(-118.3965, 34.1585)",Valley Village,NA
5945313,05/31/2020 12:00:00 AM,0220,22,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5946162,06/01/2020 12:00:00 AM,1600,18,F,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,107TH                        ST,WILMINGTON,"c(-118.2611, 33.9398)",Green Meadows,NA
5941030,05/27/2020 12:00:00 AM,1900,39,F,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,7300    VARIEL                       AV,NA,"c(-118.5929, 34.2029)",Canoga Park,NA
5947827,06/03/2020 12:00:00 AM,1107,25,M,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,12500    VANOWEN                      ST,NA,"c(-118.4052, 34.194)",Valley Glen,NA
5946376,05/31/2020 12:00:00 AM,1435,35,F,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,S  HILL                         ST,W  WASHINGTON                   BL,"c(-118.2657, 34.032)",Downtown,NA
200112731,06/02/2020 12:00:00 AM,0005,35,M,Hispanic/Latinx/Mexican,11359HS,NA,9TH                          ST,OLIVE                        ST,"c(-118.2582, 34.0437)",Downtown,NA
5947008,06/02/2020 12:00:00 AM,0645,53,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",1400 W  70TH                         ST,NA,"c(-118.3003, 33.9762)",Harvard Park,NA
5945323,05/31/2020 12:00:00 AM,0215,22,M,Other,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,8300    BEVERLY                      BL,NA,"c(-118.3706, 34.0761)",Beverly Grove,NA
200210788,05/29/2020 12:00:00 AM,1750,32,M,Black,11364(A)H&S,NA,800 S  WESTLAKE                     AV,NA,"c(-118.2767, 34.0544)",Westlake,NA
5941533,05/28/2020 12:00:00 AM,0730,14,F,Hispanic/Latinx/Mexican,243(B)PC,BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ,12600    PIERCE                       ST,NA,"c(-118.4052, 34.2758)",Pacoima,NA
5948419,06/03/2020 12:00:00 AM,2100,20,M,Black,A459PC,ATTEMPT - BURGLARY,SANTA MONICA                 BL,CAHUENGA                     BL,"c(-118.3325, 34.1034)",Hollywood,NA
5941336,05/28/2020 12:00:00 AM,0100,19,M,Hispanic/Latinx/Mexican,A487(D)1PC,ATTEMPT GRAND THEFT AUTO,7000    JAMIESON                     AV,NA,"c(-118.5216, 34.1975)",Reseda,NA
201510814,05/31/2020 12:00:00 AM,2225,33,M,Black,878,NA,VENTURA,LAUREL CANYON,"c(-118.3958, 34.1451)",Studio City,NA
5942666,05/29/2020 12:00:00 AM,0340,25,F,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,100 S  NORMANDIE                    AV,NA,"c(-118.3029, 34.0726)",Koreatown,NA
5940754,05/27/2020 12:00:00 AM,1210,21,M,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,700 S  BIXEL                        ST,NA,"c(-118.2612, 34.0554)",Westlake,NA
5946050,06/01/2020 12:00:00 AM,1330,18,F,Black,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,1200 E  IMPERIAL                     HY,NA,"c(-118.2502, 33.9323)",Watts,NA
5943828,05/29/2020 12:00:00 AM,2130,38,M,Hispanic/Latinx/Mexican,1203.2(A)PC,REARREST/REVOKE PROBATION/ETC,CHASE,BURNET,"c(-118.4633, 34.2246)",North Hills,NA
5945956,06/01/2020 12:00:00 AM,0745,21,M,Black,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,1400 W  90TH                         PL,NA,"c(-118.3007, 33.9551)",Gramercy Park,NA
200910581,06/01/2020 12:00:00 AM,1830,31,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5942661,05/29/2020 12:00:00 AM,0445,16,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,GRAND                        AV,111TH                        ST,"c(-118.2811, 33.9339)",Vermont Vista,NA
200910450,06/01/2020 12:00:00 AM,1915,18,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,GILMORE                      ST,"c(-118.4487, 34.1876)",Van Nuys,NA
5947485,06/02/2020 12:00:00 AM,1745,24,F,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,CARLTON,GORDON,"c(-118.3196, 34.1005)",Hollywood,NA
5945410,05/31/2020 12:00:00 AM,1300,45,M,Hispanic/Latinx/Mexican,245(D)(1)PC,ASSAULT W/FIREARM ON PO OR FIREMAN,600 S  SPRING                       ST,NA,"c(-118.252, 34.0467)",Downtown,NA
5943758,05/29/2020 12:00:00 AM,1630,30,F,Hispanic/Latinx/Mexican,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,8300    VARIEL                       AV,NA,"c(-118.5929, 34.2199)",Canoga Park,NA
200910405,06/01/2020 12:00:00 AM,1915,21,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,6900    VAN NUYS                     BL,NA,"c(-118.4488, 34.196)",Van Nuys,NA
202110023,06/01/2020 12:00:00 AM,1845,31,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,21400    VICTORY                      BL,NA,"c(-118.5975, 34.1884)",Canoga Park,NA
202110044,06/01/2020 12:00:00 AM,1915,19,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,DE SOTO,ERWIN,"c(-118.5903, 34.1827)",Woodland Hills,NA
5947281,06/02/2020 12:00:00 AM,1725,35,M,White,243(A)PC,BATTERY ON PERSON,7200    TOPANGA CANYON               BL,NA,"c(-118.6135, 34.2034)",Canoga Park,NA
5947135,06/02/2020 12:00:00 AM,1445,24,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,COSMO,HOLLYWOOD,"c(-118.3288, 34.1016)",Hollywood,NA
5943642,05/29/2020 12:00:00 AM,1200,41,M,Other,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,10500    BALBOA                       BL,NA,"c(-118.5023, 34.2612)",Granada Hills,NA
5945712,05/31/2020 12:00:00 AM,1900,20,M,Hispanic/Latinx/Mexican,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,LA BREA,MELROSE,"c(-118.3441, 34.0835)",Hollywood,NA
5945250,05/31/2020 12:00:00 AM,0020,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,MELROSE,FULLER,"c(-118.3498, 34.0836)",Fairfax,NA
5942475,05/28/2020 12:00:00 AM,1710,20,M,Black,30305(A)1PC,ILLEGAL POSSESSION OF AMMUNITION,900 W  65TH                         ST,NA,"c(-118.2914, 33.9801)",Vermont-Slauson,NA
5945863,06/01/2020 12:00:00 AM,0310,24,F,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FIGUEROA,55TH,"c(-118.2849, 33.9661)",Vermont Knolls,NA
5946873,06/01/2020 12:00:00 AM,1917,22,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,6200    CANOGA                       AV,NA,"c(-118.5974, 34.1828)",Woodland Hills,NA
5945493,05/31/2020 12:00:00 AM,1850,47,M,White,488PC,PETTY THEFT,13500    PAXTON                       ST,NA,"c(-118.4267, 34.2734)",Pacoima,NA
5946355,06/01/2020 12:00:00 AM,1830,21,F,Hispanic/Latinx/Mexican,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,HAMLIN,VAN NUYS,"c(-118.4487, 34.1887)",Van Nuys,NA
5942362,05/28/2020 12:00:00 AM,1200,34,M,Hispanic/Latinx/Mexican,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,WITMER,2ND                          ST,"c(-118.2615, 34.061)",Westlake,NA
200709998,06/03/2020 12:00:00 AM,2240,37,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,PICO,FAIRFAX,"c(-118.3675, 34.0517)",Carthay,NA
5946179,06/01/2020 12:00:00 AM,1600,18,F,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,WILMINGTON,CENTRAL,"c(-118.2611, 33.9398)",Green Meadows,NA
200610916,06/01/2020 12:00:00 AM,2345,29,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,CAHUENGA,HOLLYWOOD,"c(-118.3295, 34.1016)",Hollywood,NA
5945265,05/30/2020 12:00:00 AM,2350,24,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
202110072,06/02/2020 12:00:00 AM,2300,23,M,Unknown,11350HS,POSSESS CONTROLLED SUBSTANCE,CANOGA,VENTURA,"c(-118.5974, 34.1694)",Woodland Hills,NA
201213756,05/28/2020 12:00:00 AM,1825,28,F,Black,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,69TH                         ST,FIGUEROA,"c(-118.2827, 33.9774)",Vermont-Slauson,NA
200910579,06/01/2020 12:00:00 AM,2045,36,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5941005,05/27/2020 12:00:00 AM,1955,35,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,3100    WYNWOOD                      LN,NA,"c(-118.2101, 34.0234)",Boyle Heights,NA
200910625,06/01/2020 12:00:00 AM,2230,34,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS                     BL,"c(-118.4487, 34.2012)",Van Nuys,NA
5944805,05/30/2020 12:00:00 AM,1600,26,M,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,600 N  ROSSMORE                     AV,NA,"c(-118.3272, 34.0817)",Hancock Park,NA
5944718,05/30/2020 12:00:00 AM,1200,45,M,White,166(C)(1)PC,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,1100 W  41ST                         PL,NA,"c(-118.2941, 34.0082)",Vermont Square,NA
5945230,05/31/2020 12:00:00 AM,0216,36,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1300    SAN JULIAN                   ST,NA,"c(-118.2549, 34.0333)",Downtown,NA
5948423,06/03/2020 12:00:00 AM,2330,30,M,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,13900 W  RIVERSIDE                    DR,NA,"c(-118.4352, 34.1576)",Sherman Oaks,NA
5945336,05/31/2020 12:00:00 AM,0110,20,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7100    BEVERLY                      BL,NA,"c(-118.3463, 34.0726)",Fairfax,NA
5945928,06/01/2020 12:00:00 AM,0315,35,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1500 S  WESTERN                      AV,NA,"c(-118.3134, 34.0454)",Arlington Heights,NA
5942699,05/29/2020 12:00:00 AM,0710,38,M,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2300    COLORADO                     BL,NA,"c(-118.2163, 34.1395)",Eagle Rock,NA
5945838,06/01/2020 12:00:00 AM,0205,52,F,Other,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,4300    GLENCOE                      AV,NA,"c(-118.4403, 33.9873)",Del Rey,NA
5947310,06/02/2020 12:00:00 AM,1950,28,M,White,422(A)PC,TERRORIZE CAUSING FEAR,7500    BECKFORD                     AV,NA,"c(-118.5514, 34.2066)",Reseda,NA
200910467,06/03/2020 12:00:00 AM,2220,27,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5942550,05/29/2020 12:00:00 AM,0015,17,M,Black,459PC,BURGLARY,600 E  56TH                         ST,NA,"c(-118.2652, 33.9916)",South Park,NA
5941540,05/28/2020 12:00:00 AM,0900,41,M,Black,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,7600    BEVERLY,NA,"c(-118.3555, 34.0762)",Fairfax,NA
5945389,05/31/2020 12:00:00 AM,0005,18,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,GARDNER                      ST,MELROSE                      AV,"c(-118.3533, 34.0837)",Fairfax,NA
5942668,05/29/2020 12:00:00 AM,0440,17,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,2000 W  54TH                         ST,NA,"c(-118.3138, 33.9933)",Vermont Square,NA
5946945,06/01/2020 12:00:00 AM,1835,31,F,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,21400    VICTORY                      BL,NA,"c(-118.5975, 34.1884)",Canoga Park,NA
200910606,06/01/2020 12:00:00 AM,1910,18,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,7300    TYRONE                       AV,NA,"c(-118.4443, 34.203)",Van Nuys,NA
5946920,06/01/2020 12:00:00 AM,1900,20,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,12500    VICTORY                      BL,NA,"c(-118.4055, 34.1867)",Valley Glen,NA
200113170,05/30/2020 12:00:00 AM,2255,14,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,8TH                          ST,BROADWAY,"c(-118.2547, 34.0437)",Downtown,NA
5942387,05/28/2020 12:00:00 AM,1700,30,M,Hispanic/Latinx/Mexican,11352(A)HS,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,ORCAS,FOOTHILL,"c(-118.3683, 34.2736)",Lake View Terrace,NA
5940824,05/27/2020 12:00:00 AM,1500,29,M,Hispanic/Latinx/Mexican,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,9200    DORRINGTON                   PL,NA,"c(-118.436, 34.2372)",Arleta,NA
5944853,05/30/2020 12:00:00 AM,2130,31,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,29TH                         ST,VERMONT                      AV,"c(-118.2915, 34.0287)",Adams-Normandie,NA
5947609,06/02/2020 12:00:00 AM,2315,32,M,Hispanic/Latinx/Mexican,466PC,POSSESSION BURGLARY TOOLS,SEPULVEDA,TUBA,"c(-118.4674, 34.2564)",Mission Hills,NA
5945309,05/31/2020 12:00:00 AM,0200,19,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5942364,05/28/2020 12:00:00 AM,1510,19,M,Hispanic/Latinx/Mexican,211PC,ROBBERY,400 E  25TH                         ST,NA,"c(-118.2648, 34.0244)",Historic South-Central,NA
5944401,05/30/2020 12:00:00 AM,0200,42,M,Hispanic/Latinx/Mexican,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,14300    SYLVAN                       ST,NA,"c(-118.4444, 34.1847)",Van Nuys,NA
5944435,05/30/2020 12:00:00 AM,0320,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,800 S  MAIN                         ST,NA,"c(-118.2538, 34.0424)",Downtown,NA
5947849,06/03/2020 12:00:00 AM,1515,31,M,White,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,WOODLEY,SHERMAN                      WY,"c(-118.4912, 34.2077)",Van Nuys,NA
5948389,06/03/2020 12:00:00 AM,2200,38,M,Other,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",1ST                          ST,LOS ANGELES,"c(-118.243, 34.0519)",Downtown,NA
5943847,05/29/2020 12:00:00 AM,2210,25,M,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,300 S  ALEXANDRIA                   AV,NA,"c(-118.2979, 34.0691)",Koreatown,NA
5945112,05/31/2020 12:00:00 AM,0010,17,M,Black,459PC,BURGLARY,3600 E  OLYMPIC                      BL,NA,"c(-118.201, 34.0188)",Boyle Heights,NA
5944749,05/30/2020 12:00:00 AM,1120,21,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,5900    LANKERSHIM                   BL,NA,"c(-118.3822, 34.1775)",North Hollywood,NA
5944801,05/30/2020 12:00:00 AM,1600,25,M,Black,594(A)(1)PC,DEFACE PROPERTY,3900    6TH                          AV,NA,"c(-118.3241, 34.0112)",Leimert Park,NA
5940678,05/27/2020 12:00:00 AM,0800,23,M,Hispanic/Latinx/Mexican,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,20500    ROSCOE                       BL,NA,"c(-118.5804, 34.2244)",Winnetka,NA
5943806,05/29/2020 12:00:00 AM,1035,45,M,Black,211PC,ROBBERY,BORDEN,ASTORIA,"c(-118.4432, 34.3075)",Sylmar,NA
201510826,05/31/2020 12:00:00 AM,2340,25,F,Black,878,NA,LAUREL CANYON,LA MAIDA,"c(-118.3965, 34.1585)",Valley Village,NA
5947809,06/03/2020 12:00:00 AM,0930,35,F,Other,594(A)(1)PC,DEFACE PROPERTY,RESERVOIR,GLENDALE,"c(-118.2605, 34.0786)",Echo Park,NA
5941649,05/28/2020 12:00:00 AM,0900,50,M,White,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,9300    STANWIN                      AV,NA,"c(-118.4239, 34.2384)",Arleta,NA
200810432,05/31/2020 12:00:00 AM,2040,17,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,WILSHIRE                     BL,FEDERAL                      AV,"c(-118.4592, 34.0508)",Veterans Administration,NA
200910607,06/01/2020 12:00:00 AM,2230,28,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,HAMLIN,VAN NUYS,"c(-118.4574, 34.1976)",Van Nuys,NA
5945823,06/01/2020 12:00:00 AM,0145,22,M,Black,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,4000    URSULA                       AV,NA,"c(-118.3525, 34.0127)",Baldwin Hills/Crenshaw,NA
5945822,05/31/2020 12:00:00 AM,2248,33,M,Black,14601.1AVC,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,CENTRAL,WASHINGTON,"c(-118.2505, 34.0245)",Central-Alameda,NA
5944726,05/30/2020 12:00:00 AM,1240,29,M,Hispanic/Latinx/Mexican,594(A)(1)PC,DEFACE PROPERTY,6600 N  FIGUEROA                     ST,NA,"c(-118.1929, 34.1278)",Highland Park,NA
5944733,05/30/2020 12:00:00 AM,1215,51,M,Hispanic/Latinx/Mexican,646.9(A)PC,STALKING,100 W  CENTURY                      BL,NA,"c(-118.2739, 33.9456)",Broadway-Manchester,NA
5945329,05/31/2020 12:00:00 AM,0215,22,M,Other,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,BEVERLY,WESTERN,"c(-118.373, 34.0714)",Beverly Grove,NA
5943853,05/29/2020 12:00:00 AM,2255,27,M,White,11360(A)HS,TRANSPORT/SELL/FURNISH/ETC MARIJUANA,700    WORLD                        WY,NA,"c(-118.4013, 33.9432)",Westchester,NA
202010737,06/02/2020 12:00:00 AM,2020,15,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,WILTON                       PL,ROSEWOOD                     AV,"c(-118.3135, 34.0794)",Larchmont,NA
5944770,05/30/2020 12:00:00 AM,1330,18,M,Hispanic/Latinx/Mexican,417.4PC,DRAW/EXHIBIT IMITATION FIREARM,700 S  BROADWAY,NA,"c(-118.2534, 34.0452)",Downtown,NA
5947806,06/03/2020 12:00:00 AM,1145,20,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,200 N  BERENDO                      ST,NA,"c(-118.2942, 34.0745)",Koreatown,NA
5943851,05/29/2020 12:00:00 AM,2245,42,F,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,4400 W  58TH                         PL,NA,"c(-118.3527, 33.988)",View Park-Windsor Hills,NA
5947365,06/02/2020 12:00:00 AM,2025,30,M,Hispanic/Latinx/Mexican,215PC,CARJACKING,700 W  OLYMPIC                      BL,NA,"c(-118.2628, 34.0444)",Downtown,NA
200910404,06/01/2020 12:00:00 AM,1810,26,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,HAMLIN                       ST,"c(-118.4574, 34.1976)",Van Nuys,NA
5946481,06/01/2020 12:00:00 AM,2340,32,M,Black,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,LINCOLN,VENICE,"c(-118.4722, 33.9956)",Venice,NA
5947054,06/01/2020 12:00:00 AM,2205,18,M,Black,A187(A)PC,ATTEMPT - MURDER,VERMONT                      AV,22ND                         ST,"c(-118.2915, 34.036)",University Park,NA
5946453,06/01/2020 12:00:00 AM,2005,33,F,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,CITRUS,DELONGPRE,"c(-118.3417, 34.1006)",Hollywood,NA
5944753,05/30/2020 12:00:00 AM,1400,30,F,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,8800    ORION                        AV,NA,"c(-118.472, 34.2301)",North Hills,NA
201412106,06/02/2020 12:00:00 AM,2020,13,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,4900    WESTLAWN                     AV,NA,"c(-118.4186, 33.9868)",Del Rey,NA
201009512,05/29/2020 12:00:00 AM,1110,48,F,Hispanic/Latinx/Mexican,11358HS,NA,5300    VANALDEN                     AV,NA,"c(-118.5579, 34.1687)",Tarzana,NA
201510691,05/29/2020 12:00:00 AM,0815,28,M,Black,11377,NA,5200    AGNES                        AV,NA,"c(-118.3953, 34.1649)",Valley Village,NA
200910622,06/01/2020 12:00:00 AM,2316,34,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5940655,05/27/2020 12:00:00 AM,1120,18,M,Hispanic/Latinx/Mexican,594(A)(2)PC,DAMAGE PROPERTY,16000    VANOWEN                      ST,NA,"c(-118.4799, 34.1976)",Van Nuys,NA
5942412,05/28/2020 12:00:00 AM,1655,28,M,Hispanic/Latinx/Mexican,3000.08CPC,PAROLE WARRANT,ELLENWOOD,COLORADO,"c(-118.219, 34.14)",Eagle Rock,NA
5940690,05/27/2020 12:00:00 AM,0910,28,M,Hispanic/Latinx/Mexican,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,STAGG                        ST,HASKELL                      AV,"c(-118.4749, 34.2121)",Van Nuys,NA
5940887,05/27/2020 12:00:00 AM,1700,38,F,White,647(H)PC,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,800    ALAMEDA,NA,"c(-118.2374, 34.0563)",Downtown,NA
5945511,05/31/2020 12:00:00 AM,1530,17,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,WESTGATE,SANTA MONICA                 BL,"c(-118.4622, 34.0375)",Sawtelle,NA
5947992,06/03/2020 12:00:00 AM,2045,29,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,14600    DELANO                       ST,NA,"c(-118.4509, 34.1827)",Van Nuys,NA
200910633,06/01/2020 12:00:00 AM,2015,22,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS,BLYTHE,"c(-118.4574, 34.1976)",Van Nuys,NA
5946449,06/01/2020 12:00:00 AM,1920,35,M,Black,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,VENICE                       BL,LA BREA                      AV,"c(-118.3454, 34.0459)",Mid-City,NA
5945677,05/31/2020 12:00:00 AM,2235,26,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,TELFAIR,KELOWNA,"c(-118.3994, 34.257)",Pacoima,NA
200910185,05/27/2020 12:00:00 AM,0103,37,M,White,11350(A)HS,NA,SEPULVEDA                    BL,RAYMER,"c(-118.4661, 34.2149)",Panorama City,NA
5945266,05/30/2020 12:00:00 AM,2340,27,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,PICO,LA BREA,"c(-118.3447, 34.0479)",Mid-Wilshire,NA
